word,avg_num_guesses 
clips,3.605183585313175
saith,3.6056155507559393 
sared,3.6056155507559393 
siled,3.6056155507559393 
ceros,3.6056155507559393
drice,3.6056155507559393
diner,3.6056155507559393
ariel,3.606047516198704 
spial,3.606047516198704 
cents,3.606047516198704
sidle,3.6064794816414687 
saice,3.6064794816414687 
sedan,3.6064794816414687 
brane,3.6064794816414687
inset,3.6064794816414687
sited,3.6069114470842334 
sloth,3.6069114470842334 
eclat,3.6069114470842334
aport,3.6073434125269976 
sated,3.6073434125269976 
colas,3.6073434125269976
crons,3.6073434125269976
curet,3.6073434125269976
cried,3.6073434125269976
drole,3.6073434125269976
scape,3.6077753779697614 
stipe,3.6077753779697614 
decal,3.6077753779697623
spent,3.608207343412527 
craps,3.608207343412527
epact,3.6086393088552917
eorls,3.6086393088552917
darns,3.6086393088552917
geals,3.6086393088552917
arise,3.608639308855292 
spald,3.608639308855292 
ailed,3.609071274298056 
saned,3.609071274298056 
strop,3.609071274298056 
ceorl,3.609071274298056
antes,3.6095032397408207 
spore,3.6095032397408207 
coats,3.6095032397408207
crias,3.6095032397408207
doles,3.6095032397408207
arced,3.609935205183585 
selah,3.609935205183585 
calps,3.6099352051835853
doest,3.6099352051835853
anils,3.61036717062635 
sloan,3.61036717062635 
cadre,3.61036717062635
caned,3.61036717062635
cores,3.61036717062635
cires,3.61036717062635
eruct,3.61036717062635
dears,3.61036717062635
drail,3.61036717062635
apter,3.6107991360691134 
soral,3.6107991360691134 
frate,3.6107991360691143
dropt,3.6107991360691143
septa,3.611231101511879 
coate,3.611231101511879
crime,3.611231101511879
dater,3.611231101511879
decan,3.611231101511879
glost,3.611231101511879
camel,3.6116630669546437
chart,3.6116630669546437
arnut,3.611663066954644 
seric,3.611663066954644 
satem,3.611663066954644 
solan,3.612095032397408 
soare,3.612095032397408 
stria,3.612095032397408 
share,3.612095032397408 
strip,3.612095032397408 
blite,3.6120950323974084
canso,3.6120950323974084
earls,3.6120950323974084
stade,3.6125269978401726 
smolt,3.6125269978401726 
scalp,3.6125269978401726 
shirt,3.6125269978401726 
cored,3.6125269978401726
dript,3.6125269978401726
alder,3.612958963282937 
arsed,3.612958963282937 
blart,3.6129589632829373
claps,3.6129589632829373
antis,3.613390928725702 
arils,3.613390928725702 
conte,3.613390928725702
elsin,3.613390928725702
genal,3.613390928725702
actor,3.613822894168466 
spier,3.613822894168466 
stean,3.613822894168466 
solar,3.613822894168466 
bloat,3.6138228941684667
coned,3.6138228941684667
curse,3.6138228941684667
enols,3.6138228941684667
dault,3.6138228941684667
ablet,3.614254859611231 
scran,3.614254859611231 
scent,3.614254859611231 
since,3.614254859611231 
stern,3.614254859611231 
cains,3.614254859611231
urate,3.6146868250539956
blare,3.6146868250539956
bract,3.6146868250539956
clied,3.6146868250539956
feart,3.6146868250539956
dorts,3.6146868250539956
anise,3.614686825053996 
blest,3.6151187904967603
bleat,3.6151187904967603
cotan,3.6151187904967603
caper,3.6151187904967603
glare,3.6151187904967603
airns,3.615550755939525 
atrip,3.615550755939525 
sture,3.615550755939525 
claro,3.615550755939525
cadet,3.615550755939525
enrol,3.615550755939525
sired,3.615982721382289 
stein,3.615982721382289 
stand,3.615982721382289 
smelt,3.615982721382289 
blits,3.6159827213822893
cared,3.6159827213822893
cream,3.6159827213822893
dries,3.6159827213822893
scrip,3.616414686825054 
calid,3.616414686825054
deils,3.616414686825054
doter,3.616414686825054
dital,3.616414686825054
islet,3.616414686825054
arose,3.616846652267818 
shite,3.616846652267818 
sined,3.616846652267818 
snath,3.616846652267818 
speil,3.616846652267818 
sutor,3.616846652267818 
smite,3.616846652267818 
beals,3.6168466522678187
brats,3.6168466522678187
culet,3.6168466522678187
dolts,3.6168466522678187
flane,3.6172786177105833
feast,3.6172786177105833
dants,3.6172786177105833
dials,3.6172786177105833
brace,3.6177105831533476
caird,3.6177105831533476
coper,3.6177105831533476
cable,3.6177105831533476
derns,3.6177105831533476
dorse,3.6177105831533476
sarod,3.617710583153348 
snoep,3.617710583153348 
spine,3.617710583153348 
snipe,3.618142548596112 
cirls,3.6181425485961123
cruel,3.6181425485961123
anted,3.618574514038877 
aster,3.618574514038877 
scorn,3.618574514038877 
botel,3.618574514038877
capot,3.618574514038877
coapt,3.618574514038877
earth,3.618574514038877
daine,3.618574514038877
dinar,3.618574514038877
grant,3.618574514038877
strap,3.6190064794816417 
cults,3.6190064794816417
sored,3.619438444924406 
score,3.619438444924406 
sield,3.6198704103671706 
suent,3.6198704103671706 
saute,3.6198704103671706 
slime,3.6198704103671706 
claut,3.6198704103671706
delts,3.6198704103671706
dites,3.6198704103671706
great,3.6198704103671706
spice,3.6203023758099353 
creps,3.6203023758099353
dents,3.6203023758099353
alcid,3.6207343412527 
aloes,3.6207343412527 
atone,3.6207343412527 
sepad,3.6207343412527 
sider,3.6207343412527 
slide,3.6207343412527 
besat,3.6207343412527
beats,3.6207343412527
cotes,3.6207343412527
erics,3.6211663066954642
diane,3.6211663066954642
inert,3.6211663066954642
almes,3.621598272138229 
alcos,3.621598272138229 
diets,3.621598272138229
amrit,3.6220302375809936 
salue,3.6220302375809936 
spade,3.6220302375809936 
false,3.6220302375809936
eliad,3.6220302375809936
dores,3.6220302375809936
glans,3.6220302375809936
apres,3.6224622030237583 
scrap,3.6224622030237583 
clops,3.6224622030237583
frist,3.6224622030237583
dares,3.6224622030237583
gloat,3.6224622030237583
aesir,3.6228941684665226 
sabot,3.6228941684665226 
scute,3.6228941684665226 
suite,3.6228941684665226 
barns,3.6228941684665226
intel,3.6228941684665226
inlet,3.6228941684665226
aloed,3.6233261339092873 
argot,3.6233261339092873 
spean,3.6233261339092873 
stoae,3.6233261339092873 
borel,3.6233261339092873
aspen,3.623758099352052 
spect,3.623758099352052 
strad,3.623758099352052 
stirp,3.623758099352052 
spaed,3.623758099352052 
sucre,3.623758099352052 
short,3.623758099352052 
bails,3.623758099352052
brits,3.623758099352052
chare,3.623758099352052
clime,3.623758099352052
doser,3.623758099352052
delta,3.623758099352052
gales,3.623758099352052
groat,3.623758099352052
solde,3.624190064794816 
solid,3.624190064794816 
blent,3.624190064794816
cards,3.624190064794816
crams,3.624190064794816
crome,3.624190064794816
coden,3.624190064794816
aeons,3.624622030237581 
stied,3.624622030237581 
speld,3.624622030237581 
eldin,3.624622030237581
glade,3.624622030237581
bales,3.6250539956803456
blats,3.6250539956803456
brent,3.6250539956803456
baste,3.6250539956803456
coits,3.6250539956803456
corps,3.6250539956803456
coder,3.6250539956803456
enlit,3.6250539956803456
acned,3.6254859611231103 
samen,3.6254859611231103 
sapor,3.6254859611231103 
spred,3.6254859611231103 
urent,3.6254859611231103
clept,3.6254859611231103
cites,3.6254859611231103
cedar,3.6254859611231103
clout,3.6254859611231103
count,3.6254859611231103
dalis,3.6254859611231103
gript,3.6254859611231103
istle,3.6254859611231103
sheal,3.6259179265658745 
blaes,3.6259179265658745
calms,3.6259179265658745
grist,3.6259179265658745
sloid,3.626349892008639 
smile,3.626349892008639 
bants,3.626349892008639
colin,3.626349892008639
copse,3.626349892008639
incle,3.626349892008639
freit,3.626781857451404
fract,3.626781857451404
dates,3.626781857451404
angel,3.6272138228941686 
sarge,3.6272138228941686 
scena,3.6272138228941686 
stope,3.6272138228941686 
salty,3.6272138228941686 
slang,3.6272138228941686 
ulans,3.6272138228941686
besit,3.6272138228941686
canto,3.6272138228941686
clams,3.6272138228941686
copen,3.6272138228941686
frost,3.6272138228941686
gilet,3.6272138228941686
shoat,3.627645788336933 
stilb,3.627645788336933 
stend,3.627645788336933 
shone,3.627645788336933 
spear,3.627645788336933 
ceria,3.627645788336933
farts,3.627645788336933
druse,3.627645788336933
droil,3.627645788336933
grape,3.627645788336933
smote,3.6280777537796975 
cited,3.6280777537796975
copal,3.6280777537796975
costa,3.6280777537796975
cruse,3.6280777537796975
email,3.6280777537796975
inapt,3.6280777537796975
aired,3.6285097192224622 
acred,3.6285097192224622 
acnes,3.6285097192224622 
spain,3.6285097192224622 
caped,3.6285097192224622
cions,3.6285097192224622
diels,3.6285097192224622
geist,3.6285097192224622
actin,3.628941684665227 
abort,3.628941684665227 
blots,3.628941684665227
brise,3.628941684665227
crios,3.628941684665227
craft,3.628941684665227
deair,3.628941684665227
glean,3.628941684665227
ahent,3.629373650107991 
apron,3.629373650107991 
sonde,3.629373650107991 
slued,3.629373650107991 
speir,3.629373650107991 
scope,3.629373650107991 
beans,3.629373650107991
belar,3.629373650107991
boart,3.629373650107991
boast,3.629373650107991
cauls,3.629373650107991
crops,3.629373650107991
court,3.629373650107991
cider,3.629373650107991
daris,3.629373650107991
delos,3.629373650107991
aeros,3.629805615550756 
acres,3.629805615550756 
aglet,3.629805615550756 
arcos,3.629805615550756 
shote,3.629805615550756 
sauce,3.629805615550756 
spurt,3.629805615550756 
brine,3.629805615550756
cines,3.629805615550756
curat,3.629805615550756
dotes,3.629805615550756
durst,3.629805615550756
gator,3.629805615550756
geans,3.629805615550756
clues,3.6302375809935206
cuter,3.6302375809935206
erupt,3.6302375809935206
glits,3.6302375809935206
armil,3.630237580993521 
acorn,3.630237580993521 
sieth,3.630237580993521 
spoil,3.630237580993521 
adept,3.630669546436285 
stour,3.630669546436285 
birle,3.6306695464362853
coils,3.6306695464362853
coble,3.6306695464362853
crout,3.6306695464362853
grace,3.6306695464362853
aleft,3.6311015118790495 
amort,3.6311015118790495 
alods,3.6311015118790495 
argle,3.6311015118790495 
sheol,3.6311015118790495 
bairn,3.6311015118790495
birse,3.6311015118790495
biter,3.6311015118790495
bolts,3.6311015118790495
credo,3.6311015118790495
dhole,3.6311015118790495
delis,3.6311015118790495
dirts,3.6311015118790495
doper,3.6311015118790495
angle,3.631533477321814 
shiel,3.631533477321814 
stond,3.631533477321814 
spule,3.631533477321814 
sprue,3.631533477321814 
sutra,3.631533477321814 
baels,3.631533477321814
borts,3.631533477321814
cento,3.631533477321814
glace,3.631533477321814
ictal,3.631533477321814
scarp,3.631965442764579 
stoep,3.631965442764579 
shape,3.631965442764579 
bodle,3.631965442764579
brens,3.631965442764579
baton,3.631965442764579
brust,3.631965442764579
bland,3.631965442764579
cesti,3.631965442764579
cabre,3.631965442764579
crims,3.631965442764579
chase,3.631965442764579
frats,3.631965442764579
grise,3.631965442764579
grans,3.631965442764579
grots,3.631965442764579
gland,3.631965442764579
coins,3.6323974082073436
could,3.6323974082073436
gorse,3.6323974082073436
grand,3.6323974082073436
incel,3.6323974082073436
ascot,3.632397408207344 
sneap,3.632397408207344 
slaty,3.632397408207344 
aloin,3.632829373650108 
areic,3.632829373650108 
artsy,3.632829373650108 
sithe,3.632829373650108 
shent,3.632829373650108 
steno,3.632829373650108 
sprad,3.632829373650108 
blond,3.632829373650108
crith,3.632829373650108
claim,3.632829373650108
draps,3.632829373650108
dulse,3.632829373650108
unset,3.6332613390928725
coirs,3.6332613390928725
segol,3.633261339092873 
shorn,3.633261339092873 
adult,3.633693304535637 
siped,3.633693304535637 
souct,3.633693304535637 
blade,3.633693304535637
clads,3.633693304535637
corms,3.633693304535637
dines,3.633693304535637
doats,3.633693304535637
dream,3.633693304535637
gilts,3.633693304535637
karst,3.633693304535637
ables,3.634125269978402 
simar,3.634125269978402 
solei,3.634125269978402 
brans,3.634125269978402
coted,3.634125269978402
flite,3.634125269978402
drips,3.634125269978402
irone,3.634125269978402
airth,3.634557235421166 
serai,3.634557235421166 
sdein,3.634557235421166 
sural,3.634557235421166 
staid,3.634557235421166 
uplit,3.634557235421166
braes,3.634557235421166
brain,3.634557235421166
filet,3.634557235421166
denis,3.634557235421166
diact,3.634557235421166
inter,3.634557235421166
aider,3.634989200863931 
sharn,3.634989200863931 
scald,3.634989200863931 
cadie,3.634989200863931
grail,3.634989200863931
blets,3.6354211663066955
feist,3.6354211663066955
dicer,3.6354211663066955
duals,3.6354211663066955
galed,3.6354211663066955
grain,3.6354211663066955
adorn,3.635421166306696 
spaul,3.635421166306696 
antic,3.63585313174946 
snead,3.63585313174946 
snide,3.63585313174946 
cauld,3.6358531317494602
epris,3.6358531317494602
geats,3.6358531317494602
urite,3.6362850971922245
biont,3.6362850971922245
chert,3.6362850971922245
cause,3.6362850971922245
first,3.6362850971922245
dirls,3.6362850971922245
scand,3.636285097192225 
satyr,3.636285097192225 
shire,3.636285097192225 
shorl,3.636717062634989 
staun,3.636717062634989 
basil,3.636717062634989
borne,3.636717062634989
capon,3.636717062634989
flint,3.636717062634989
gaols,3.636717062634989
armed,3.637149028077754 
sabre,3.637149028077754 
blame,3.637149028077754
cimar,3.637149028077754
creds,3.637149028077754
farle,3.637149028077754
frits,3.637149028077754
front,3.637149028077754
eloin,3.637149028077754
enarm,3.637149028077754
carbs,3.6375809935205186
crues,3.6375809935205186
datos,3.6375809935205186
gants,3.6375809935205186
agile,3.637580993520519 
ample,3.637580993520519 
spard,3.637580993520519 
shade,3.637580993520519 
snout,3.637580993520519 
urase,3.638012958963283
boner,3.638012958963283
capes,3.638012958963283
capri,3.638012958963283
deman,3.638012958963283
griot,3.638012958963283
ulnae,3.6384449244060475
blain,3.6384449244060475
brand,3.6384449244060475
clang,3.6384449244060475
erica,3.6384449244060475
derth,3.6384449244060475
dicot,3.6384449244060475
dints,3.6384449244060475
goals,3.6384449244060475
goral,3.6384449244060475
apers,3.638444924406048 
arish,3.638444924406048 
scath,3.638444924406048 
spied,3.638444924406048 
anode,3.638876889848812 
stime,3.638876889848812 
stead,3.638876889848812 
baits,3.638876889848812
coped,3.638876889848812
clued,3.638876889848812
etnas,3.638876889848812
deros,3.638876889848812
grits,3.638876889848812
glint,3.638876889848812
ament,3.639308855291577 
aunts,3.639308855291577 
align,3.639308855291577 
slorm,3.639308855291577 
swart,3.639308855291577 
belon,3.639308855291577
blore,3.639308855291577
capos,3.639308855291577
comal,3.639308855291577
frise,3.639308855291577
drams,3.639308855291577
daunt,3.639308855291577
glent,3.639308855291577
gripe,3.639308855291577
acers,3.639740820734341 
belts,3.639740820734341
blaer,3.639740820734341
bluet,3.639740820734341
brose,3.639740820734341
caneh,3.639740820734341
corbe,3.639740820734341
curns,3.639740820734341
cupel,3.639740820734341
draco,3.639740820734341
grone,3.639740820734341
intra,3.639740820734341
idant,3.639740820734341
adits,3.640172786177106 
salmi,3.640172786177106 
shred,3.640172786177106 
smear,3.640172786177106 
blear,3.640172786177106
chile,3.640172786177106
chore,3.640172786177106
doits,3.640172786177106
death,3.640172786177106
geits,3.640172786177106
goels,3.640172786177106
unlet,3.6406047516198705
barde,3.6406047516198705
brond,3.6406047516198705
chirt,3.6406047516198705
coure,3.6406047516198705
comer,3.6406047516198705
elops,3.6406047516198705
gater,3.6406047516198705
irade,3.6406047516198705
shier,3.640604751619872 
siroc,3.640604751619872 
strim,3.640604751619872 
shine,3.641036717062635 
super,3.641036717062635 
blert,3.641036717062635
biles,3.641036717062635
bonce,3.641036717062635
canid,3.641036717062635
comte,3.641036717062635
copes,3.641036717062635
cures,3.641036717062635
forte,3.641036717062635
gnarl,3.641036717062635
boral,3.6414686825053995
blend,3.6414686825053995
clods,3.6414686825053995
cibol,3.6414686825053995
flirt,3.6414686825053995
doers,3.6414686825053995
goles,3.6414686825053995
asper,3.6414686825054 
swale,3.6414686825054 
acold,3.641900647948164 
acton,3.641900647948164 
suint,3.641900647948164 
biled,3.641900647948164
blunt,3.641900647948164
glair,3.641900647948164
gnats,3.641900647948164
grice,3.641900647948164
aspie,3.642332613390929 
acrid,3.642332613390929 
sclim,3.642332613390929 
yeast,3.642332613390929 
bents,3.642332613390929
clift,3.642332613390929
diols,3.642332613390929
apiol,3.642764578833693 
apted,3.642764578833693 
sapid,3.642764578833693 
sprod,3.642764578833693 
steam,3.642764578833693 
spend,3.642764578833693 
bepat,3.642764578833693
carpi,3.642764578833693
daric,3.642764578833693
grade,3.642764578833693
amens,3.643196544276458 
boles,3.643196544276458
cloam,3.643196544276458
cosie,3.643196544276458
chant,3.643196544276458
clash,3.643196544276458
farse,3.643196544276458
fails,3.643196544276458
ditas,3.643196544276458
gault,3.643196544276458
giant,3.643196544276458
clems,3.6436285097192225
chapt,3.6436285097192225
cloth,3.6436285097192225
donas,3.6436285097192225
gulet,3.6436285097192225
acros,3.643628509719224 
sepic,3.643628509719224 
sabin,3.643628509719224 
ascon,3.644060475161987 
sabir,3.644060475161987 
sayne,3.644060475161987 
sured,3.644060475161987 
basen,3.6444924406047514
bolar,3.6444924406047514
burst,3.6444924406047514
copra,3.6444924406047514
cutes,3.6444924406047514
curie,3.6444924406047514
flote,3.6444924406047514
frape,3.6444924406047514
flare,3.6444924406047514
drome,3.6444924406047514
depot,3.6444924406047514
gelts,3.6444924406047514
sopra,3.644492440604752 
slurp,3.644492440604752 
atocs,3.644924406047516 
spuer,3.644924406047516 
betas,3.644924406047516
binal,3.644924406047516
brame,3.644924406047516
crimp,3.644924406047516
dulce,3.644924406047516
algin,3.645356371490281 
andro,3.645356371490281 
shear,3.645356371490281 
storm,3.645356371490281 
until,3.645356371490281
beton,3.645356371490281
baled,3.645356371490281
biner,3.645356371490281
bries,3.645356371490281
baron,3.645356371490281
float,3.645356371490281
angst,3.6457883369330455 
sigla,3.6457883369330455 
smore,3.6457883369330455 
sirup,3.6457883369330455 
sonic,3.6457883369330455 
stoic,3.6457883369330455 
blins,3.6457883369330455
bolas,3.6457883369330455
brins,3.6457883369330455
chats,3.6457883369330455
courd,3.6457883369330455
cosed,3.6457883369330455
eards,3.6457883369330455
gents,3.6457883369330455
galop,3.6457883369330455
segar,3.6462203023758097 
solah,3.6462203023758097 
spina,3.6462203023758097 
shoal,3.6462203023758097 
brail,3.6462203023758097
comae,3.6462203023758097
cured,3.6462203023758097
drops,3.6462203023758097
drupe,3.6462203023758097
dules,3.6462203023758097
draft,3.6462203023758097
dunce,3.6462203023758097
ileac,3.6462203023758097
algor,3.6466522678185744 
amole,3.6466522678185744 
stipa,3.6466522678185744 
unled,3.6466522678185744
bears,3.6466522678185744
bread,3.6466522678185744
clary,3.6466522678185744
crems,3.6466522678185744
feals,3.6466522678185744
farce,3.6466522678185744
deash,3.6466522678185744
acted,3.647084233261339 
spide,3.647084233261339 
scold,3.647084233261339 
yrapt,3.647084233261339 
bares,3.647084233261339
cords,3.647084233261339
cornu,3.647084233261339
duans,3.647084233261339
decor,3.647084233261339
gaits,3.647084233261339
garth,3.647084233261339
grein,3.647084233261339
grame,3.647084233261339
sadly,3.647516198704104 
bates,3.647516198704104
chape,3.647516198704104
clags,3.647516198704104
colds,3.647516198704104
cunit,3.647516198704104
crash,3.647516198704104
flits,3.647516198704104
dimer,3.647516198704104
garis,3.647516198704104
amine,3.647948164146868 
aloft,3.647948164146868 
shand,3.647948164146868 
sonly,3.647948164146868 
shore,3.647948164146868 
bancs,3.647948164146868
cames,3.647948164146868
camis,3.647948164146868
feats,3.647948164146868
girts,3.647948164146868
sepia,3.6483801295896328 
unlit,3.6483801295896328
balti,3.6483801295896328
baler,3.6483801295896328
cuits,3.6483801295896328
donut,3.6483801295896328
grasp,3.6483801295896328
argol,3.6488120950323975 
anime,3.6488120950323975 
scram,3.6488120950323975 
urned,3.6488120950323975
uncle,3.6488120950323975
caids,3.6488120950323975
caput,3.6488120950323975
entia,3.6488120950323975
damns,3.6488120950323975
duars,3.6488120950323975
grens,3.6488120950323975
icers,3.6488120950323975
scrim,3.649244060475162 
yearn,3.649244060475162 
boned,3.649244060475162
carny,3.649244060475162
comet,3.649244060475162
crude,3.649244060475162
flans,3.649244060475162
gares,3.649244060475162
glias,3.649244060475162
goest,3.649244060475162
isled,3.649244060475162
argon,3.6496760259179264 
slake,3.6496760259179264 
slank,3.6496760259179264 
boils,3.6496760259179264
blind,3.6496760259179264
brunt,3.6496760259179264
daurs,3.6496760259179264
gairs,3.6496760259179264
gable,3.6496760259179264
grind,3.6496760259179264
argil,3.650107991360691 
sorda,3.650107991360691 
scion,3.650107991360691 
banes,3.650107991360691
bores,3.650107991360691
bronc,3.650107991360691
crabs,3.650107991360691
fetal,3.650107991360691
dopes,3.650107991360691
domal,3.650107991360691
dorsa,3.650107991360691
urnal,3.6505399568034558
brute,3.6505399568034558
built,3.6505399568034558
cabin,3.6505399568034558
cramp,3.6505399568034558
fiest,3.6505399568034558
forts,3.6505399568034558
edict,3.6505399568034558
demit,3.6505399568034558
dicta,3.6505399568034558
duple,3.6505399568034558
glens,3.6505399568034558
gores,3.6505399568034558
goner,3.6505399568034558
amirs,3.650539956803456 
arcus,3.650539956803456 
along,3.650539956803456 
silty,3.650539956803456 
shalm,3.650539956803456 
sleet,3.650539956803456 
besot,3.6509719222462205
blips,3.6509719222462205
verst,3.6509719222462205
cunts,3.6509719222462205
codes,3.6509719222462205
cloud,3.6509719222462205
fents,3.6509719222462205
frets,3.6509719222462205
genas,3.6509719222462205
grunt,3.6509719222462205
abled,3.650971922246221 
amend,3.650971922246221 
shoer,3.650971922246221 
shule,3.650971922246221 
abets,3.6514038876889847 
sager,3.6514038876889847 
shlep,3.6514038876889847 
soman,3.6514038876889847 
strag,3.6514038876889847 
besti,3.6514038876889847
boats,3.6514038876889847
bored,3.6514038876889847
beard,3.6514038876889847
capul,3.6514038876889847
corni,3.6514038876889847
cutie,3.6514038876889847
ferns,3.6514038876889847
dural,3.6514038876889847
dwale,3.6514038876889847
grins,3.6514038876889847
agent,3.651835853131749 
scour,3.651835853131749 
scout,3.651835853131749 
swelt,3.651835853131749 
